Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent,Maintenance_Duration,Delay_Flag,High_Cost_Flag,Maintenance_Year,Maintenance_Month
M1371,A29,B777,scheduled,Electrical,2023-08-07,2023-08-11,2023-08-13,72758.0,66983.0,74.0,54728.0,V-C,Critical,completed,Dallas,76.25535055350554,3.0,-5775.0,-7.937271502790071,2,Yes,No,2023,8
M4477,A43,B737,Unscheduled,Engine,2023-04-15,2023-04-15,2023-04-16,133289.0,85239.29113067027,110.74154067674586,26802.0,V-C,High,completed,Dallas,150.0,5.0,-48049.70886932973,-36.049268033618475,1,No,No,2023,4
M3435,A46,A320,scheduled,Electrical,2022-05-26,2022-05-27,2022-05-28,78913.65527065528,56466.0,24.0,40916.0,InHouse,High,completed,Paris,24.0,5.559125085440875,-22447.655270655276,-28.445843997043475,1,Yes,No,2022,5
M1838,A21,A350,Scheduled,Structure,2022-09-02,2022-09-14,2022-09-15,78913.65527065528,14492.0,109.0,37318.0,V-C,High,completed,London,109.0,8.0,-64421.655270655276,-81.63562446791262,1,Yes,No,2022,9
M3327,A11,B787,Preventive,Structure,2022-03-05,2022-03-05,2022-03-06,104964.0,85239.29113067027,25.0,5851.0,InHouse,Critical,Cancelled,Amsterdam,25.0,1.0,-19724.708869329726,-18.79187994867738,1,No,No,2022,3
M614,A25,B787,Emergency,Structure,2023-12-10,2023-12-10,2023-12-11,78913.65527065528,85239.29113067027,58.0,12648.0,InHouse,High,InProgress,Atlanta,58.0,7.0,6325.635860014998,8.015895143013658,1,No,No,2023,12
M3490,A45,B777,Preventive,Engine,2022-08-11,2022-08-11,2022-08-22,78913.65527065528,65461.0,76.25535055350554,46308.978087649404,InHouse,Critical,Delayed,Dallas,76.25535055350554,4.0,-13452.655270655276,-17.04730977739636,11,No,No,2022,8
M506,A30,A350,scheduled,Hydraulics,2022-07-07,2022-07-07,2022-07-07,78913.65527065528,60831.0,76.25535055350554,58870.0,V-C,Low,completed,Frankfurt,76.25535055350554,3.0,-18082.655270655276,-22.914481921583814,0,No,No,2022,7
M747,A03,B737,scheduled,Electrical,2023-05-14,2023-05-20,2023-05-21,82260.0,58608.0,36.0,7972.0,InHouse,High,Completed,Paris,76.25535055350554,5.559125085440875,-23652.0,-28.752735229759303,1,Yes,No,2023,5
M2408,A09,B737,Unscheduled,Hydraulics,2022-12-06,2022-12-06,2022-12-07,115359.0,122917.0,85.0,46308.978087649404,V-A,High,Cancelled,Tokyo,85.0,5.559125085440875,7558.0,6.5517211487616915,1,No,Yes,2022,12
M4088,A35,b737,scheduled,Electrical,2024-02-24,2024-02-26,2024-02-27,93013.0,85239.29113067027,110.74154067674586,46308.978087649404,InHouse,Medium,InProgress,Mumbai,126.0,10.0,-7773.708869329726,-8.357658466375375,1,Yes,No,2024,2
M4387,A18,B737,Emergency,Avionics,2024-04-08,2024-04-15,2024-04-16,94278.0,75039.0,37.0,8082.0,InHouse,High,completed,Frankfurt,37.0,5.0,-19239.0,-20.40666963660663,1,Yes,No,2024,4
M3908,A44,B787,scheduled,Engine,2023-01-23,2023-01-23,2023-01-23,78913.65527065528,106166.0,76.25535055350554,46308.978087649404,inhouse,High,completed,Dallas,76.25535055350554,1.0,27252.344729344724,34.53438398699895,0,No,Yes,2023,1
M107,A02,B737,scheduled,Avionics,2024-02-17,2024-02-17,2024-02-18,6376.0,85239.29113067027,76.25535055350554,80807.0,inhouse,High,Completed,Toronto,76.25535055350554,4.0,78863.29113067027,1236.8772134672251,1,No,No,2024,2
M3735,A05,B737,Preventive,Electrical,2024-07-06,2024-07-11,2024-07-11,28233.0,24316.0,22.0,3044.0,inhouse,Critical,Cancelled,Dallas,100.0,8.0,-3917.0,-13.873835582474408,0,Yes,No,2024,7
M809,A47,B737,Preventive,Engine,2023-09-18,2023-09-18,2023-09-19,146496.0,104881.0,76.25535055350554,46308.978087649404,InHouse,Critical,Completed,Amsterdam,76.25535055350554,5.559125085440875,-41615.0,-28.40691896024465,1,No,Yes,2023,9
M1420,A36,B737,scheduled,Hydraulics,2023-09-26,2023-10-05,2023-10-06,78913.65527065528,85239.29113067027,77.0,46308.978087649404,V-C,Medium,completed,Chennai,77.0,7.0,6325.635860014998,8.015895143013658,1,Yes,No,2023,9
M4484,A41,B737,scheduled,Structure,2023-05-23,2023-05-23,2023-05-29,96126.0,85239.29113067027,76.25535055350554,35510.0,V-A,High,Cancelled,Dallas,76.25535055350554,8.0,-10886.708869329726,-11.325457076472262,6,No,No,2023,5
M1224,A39,B777,Preventive,Engine,2023-11-24,2023-11-24,2023-12-06,78913.65527065528,147295.0,56.0,16793.0,inhouse,Critical,Delayed,Dallas,56.0,5.559125085440875,68381.34472934472,86.65337386135872,12,No,Yes,2023,11
M2583,A04,b737,scheduled,Hydraulics,2024-01-06,2024-01-16,2024-01-17,48423.0,52241.0,50.0,46308.978087649404,V-B,High,Delayed,Mumbai,76.25535055350554,7.0,3818.0,7.884682898622556,1,Yes,No,2024,1
M2806,A27,B787,scheduled,Structure,2024-05-12,2024-05-12,2024-05-13,108032.0,152315.0,48.0,63202.0,InHouse,High,Cancelled,LosAngeles,48.0,5.0,44283.0,40.99063240521327,1,No,Yes,2024,5
M2322,A14,B737,scheduled,Electrical,2022-12-27,2023-01-07,2023-01-08,76098.0,85239.29113067027,76.25535055350554,13672.0,V-A,High,completed,Dallas,76.25535055350554,5.559125085440875,9141.291130670274,12.012524810994078,1,Yes,No,2022,12
M180,A45,B737,scheduled,Engine,2023-05-10,2023-05-18,2023-05-23,78913.65527065528,32136.0,76.25535055350554,46308.978087649404,InHouse,Critical,Delayed,Singapore,76.25535055350554,3.0,-46777.655270655276,-59.27700992967431,5,Yes,No,2023,5
M1047,A34,B737,scheduled,Engine,2022-10-13,2022-10-13,2022-10-14,78913.65527065528,106640.0,110.74154067674586,46308.978087649404,InHouse,High,completed,Amsterdam,125.0,7.0,27726.344729344724,35.13504048728941,1,No,Yes,2022,10
M3408,A13,A-320,scheduled,LandingGear,2023-02-28,2023-02-28,2023-02-28,102416.0,85239.29113067027,61.0,46308.978087649404,V-C,Low,InProgress,Dallas,76.25535055350554,9.0,-17176.708869329726,-16.77150920689123,0,No,No,2023,2
M3168,A57,B737,scheduled,Structure,2022-03-18,2022-03-28,2022-04-02,70800.0,85239.29113067027,76.25535055350554,89533.0,V-B,Low,Delayed,Paris,76.25535055350554,5.559125085440875,14439.291130670274,20.394478998121855,5,Yes,No,2022,3
M606,A32,B737,Unscheduled,Engine,2022-11-26,2022-11-28,2022-11-29,6584.0,4949.0,76.25535055350554,19550.0,InHouse,High,Completed,Dallas,76.25535055350554,4.0,-1635.0,-24.83292831105711,1,Yes,No,2022,11
M1488,A37,A-320,scheduled,Engine,2022-09-03,2022-09-03,2022-09-03,78913.65527065528,6544.0,36.0,34046.0,V-A,High,completed,NewYork,76.25535055350554,5.559125085440875,-72369.65527065528,-91.70739211413333,0,No,No,2022,9
M3576,A57,B737,scheduled,Engine,2023-03-13,2023-03-22,2023-03-25,78913.65527065528,28567.0,100.0,46308.978087649404,V-C,High,completed,Dallas,117.0,7.0,-50346.655270655276,-63.799674591144075,3,Yes,No,2023,3
M1742,A08,A320,scheduled,Structure,2022-11-28,2022-11-28,2022-11-29,27651.0,85239.29113067027,30.0,77410.0,V-C,High,InProgress,Atlanta,76.25535055350554,5.559125085440875,57588.29113067027,208.26838497945923,1,No,No,2022,11
M473,A50,B787,scheduled,LandingGear,2022-08-27,2022-08-27,2022-09-11,78913.65527065528,102339.0,108.0,85388.0,InHouse,High,Cancelled,Singapore,108.0,8.0,23425.344729344724,29.684779711447028,15,No,Yes,2022,8
M880,A39,A350,Emergency,Electrical,2023-05-03,2023-05-06,2023-05-07,78913.65527065528,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,High,Cancelled,Toronto,76.25535055350554,10.0,6325.635860014998,8.015895143013658,1,Yes,No,2023,5
M4271,A55,B737,Emergency,Hydraulics,2022-04-18,2022-04-18,2022-04-19,60586.0,46243.0,31.0,52201.0,InHouse,Medium,completed,Frankfurt,31.0,5.559125085440875,-14343.0,-23.67378602317367,1,No,No,2022,4
M111,A52,A320,Scheduled,Structure,2022-12-13,2022-12-13,2022-12-14,130444.0,157235.0,56.0,60988.0,V-A,Medium,InProgress,NewYork,56.0,1.0,26791.0,20.538315292386006,1,No,Yes,2022,12
M2790,A51,B737,scheduled,Hydraulics,2022-09-14,2022-09-14,2022-09-23,50460.0,51238.0,76.25535055350554,63348.0,InHouse,Medium,completed,Dallas,76.25535055350554,3.0,778.0,1.5418152992469283,9,No,No,2022,9
M2182,A19,B737,scheduled,Avionics,2024-01-17,2024-01-22,2024-01-23,84966.0,85754.0,51.0,14591.0,InHouse,Medium,Cancelled,Toronto,51.0,5.559125085440875,788.0,0.9274297954475909,1,Yes,Yes,2024,1
M2171,A23,b737,Emergency,Electrical,2024-01-14,2024-01-14,2024-01-15,102576.0,75747.0,8.0,46308.978087649404,V-B,High,Completed,LosAngeles,8.0,3.0,-26829.0,-26.15524099204492,1,No,No,2024,1
M3945,A11,B737,scheduled,Avionics,2023-10-19,2023-10-19,2023-10-20,139851.0,198323.0,76.25535055350554,24191.0,V-A,Critical,completed,Atlanta,76.25535055350554,5.559125085440875,58472.0,41.81021229737363,1,No,Yes,2023,10
M4672,A19,B737,Preventive,Hydraulics,2024-06-11,2024-06-11,2024-06-15,78913.65527065528,85239.29113067027,112.0,21093.0,inhouse,High,Completed,Dallas,112.0,6.0,6325.635860014998,8.015895143013658,4,No,No,2024,6
M4871,A17,B737,scheduled,Structure,2022-03-16,2022-03-25,2022-03-26,78913.65527065528,134943.0,85.0,46308.978087649404,InHouse,Low,Completed,Dallas,85.0,7.0,56029.344729344724,71.00082303522407,1,Yes,Yes,2022,3
M273,A04,B737,Preventive,Electrical,2023-04-14,2023-04-15,2023-04-20,6137.0,6899.0,104.0,67628.0,V-B,High,completed,Dallas,104.0,5.559125085440875,762.0,12.416490141763076,5,Yes,No,2023,4
M1596,A34,A320,scheduled,Hydraulics,2022-02-02,2022-02-02,2022-02-05,78913.65527065528,47782.0,12.0,23787.0,V-C,Medium,completed,London,12.0,1.0,-31131.655270655276,-39.450276588862884,3,No,No,2022,2
M337,A51,B737,Emergency,Engine,2023-03-07,2023-03-13,2023-03-14,102359.0,109621.0,76.25535055350554,46308.978087649404,InHouse,Medium,Cancelled,LosAngeles,76.25535055350554,5.559125085440875,7262.0,7.0946375013433105,1,Yes,Yes,2023,3
M2104,A43,A350,scheduled,Electrical,2023-06-09,2023-06-10,2023-06-12,144160.0,199366.0,18.0,74489.0,InHouse,Low,InProgress,Dallas,76.25535055350554,2.0,55206.0,38.2949500554939,2,Yes,Yes,2023,6
M4038,A58,A320,scheduled,Avionics,2024-03-24,2024-03-31,2024-04-05,61899.0,81636.0,40.0,65865.0,InHouse,High,Delayed,Dallas,40.0,5.559125085440875,19737.0,31.885813987301898,5,Yes,No,2024,3
M4645,A36,b737,Unscheduled,Electrical,2024-04-13,2024-04-13,2024-04-13,117932.0,132121.0,45.0,46308.978087649404,V-A,High,completed,Dallas,101.0,5.559125085440875,14189.0,12.03150968354645,0,No,Yes,2024,4
M287,A02,A350,scheduled,Electrical,2023-02-22,2023-03-03,2023-03-07,78913.65527065528,116176.0,6.0,85072.0,inhouse,High,completed,NewYork,76.25535055350554,5.559125085440875,37262.344729344724,47.21913413026383,4,Yes,Yes,2023,2
M2158,A11,A320,scheduled,Engine,2024-05-20,2024-05-20,2024-05-21,11524.0,85239.29113067027,110.74154067674586,74298.0,V-B,High,completed,Dallas,123.0,8.0,73715.29113067027,639.6675731574998,1,No,No,2024,5
M4384,A02,B787,Unscheduled,LandingGear,2023-08-30,2023-09-05,2023-09-07,78913.65527065528,60464.0,26.0,46308.978087649404,inhouse,Medium,completed,Dallas,76.25535055350554,8.0,-18449.655270655276,-23.379547186576644,2,Yes,No,2023,8
M2641,A46,B737,scheduled,Hydraulics,2023-04-27,2023-04-27,2023-05-06,147437.0,143392.0,101.0,33460.0,V-C,High,completed,Atlanta,111.0,2.0,-4045.0,-2.743544700448327,9,No,Yes,2023,4
M4511,A41,A320,scheduled,Structure,2023-11-13,2023-11-23,2023-11-24,78913.65527065528,85239.29113067027,76.25535055350554,34655.0,inhouse,Medium,completed,Dallas,76.25535055350554,8.0,6325.635860014998,8.015895143013658,1,Yes,No,2023,11
M2630,A45,A350,Unscheduled,Hydraulics,2023-12-27,2024-01-01,2024-01-05,78913.65527065528,85239.29113067027,12.0,80797.0,inhouse,High,completed,Dallas,12.0,6.0,6325.635860014998,8.015895143013658,4,Yes,No,2023,12
M4644,A47,B787,Emergency,Structure,2024-09-19,2024-09-20,2024-09-20,78913.65527065528,85239.29113067027,76.25535055350554,2159.0,V-C,High,Delayed,Dallas,76.25535055350554,6.0,6325.635860014998,8.015895143013658,0,Yes,No,2024,9
M4294,A04,B777,scheduled,LandingGear,2023-01-20,2023-01-21,2023-01-25,23437.0,32734.0,68.0,4491.0,V-A,Low,InProgress,Atlanta,123.0,7.0,9297.0,39.668046251653365,4,Yes,No,2023,1
M2437,A17,A320,scheduled,Electrical,2023-10-22,2023-10-30,2023-10-31,78913.65527065528,75732.0,30.0,54338.0,InHouse,Low,completed,NewYork,138.0,9.0,-3181.6552706552757,-4.031818396629768,1,Yes,No,2023,10
M1766,A46,A320,Emergency,Engine,2023-06-09,2023-06-09,2023-06-09,78913.65527065528,58677.0,76.25535055350554,44384.0,InHouse,High,Cancelled,Dubai,76.25535055350554,6.0,-20236.655270655276,-25.644047536827824,0,No,No,2023,6
M738,A45,b737,Preventive,Hydraulics,2023-06-29,2023-06-29,2023-07-02,64366.0,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,High,Cancelled,Dallas,76.25535055350554,4.0,20873.291130670274,32.429063683730966,3,No,No,2023,6
M4148,A47,B787,Emergency,Electrical,2022-10-14,2022-10-17,2022-10-18,93821.0,85239.29113067027,23.0,46308.978087649404,InHouse,Low,completed,Tokyo,76.25535055350554,2.0,-8581.708869329726,-9.146895545058916,1,Yes,No,2022,10
M3264,A16,B777,scheduled,Avionics,2023-02-23,2023-02-26,2023-02-27,146017.0,192031.0,87.0,52176.0,V-B,High,Delayed,Dallas,87.0,6.0,46014.0,31.51276906113672,1,Yes,Yes,2023,2
M1324,A55,A320,scheduled,Avionics,2024-05-22,2024-05-23,2024-05-24,78913.65527065528,85239.29113067027,110.74154067674586,26423.0,V-A,High,completed,LosAngeles,111.0,6.0,6325.635860014998,8.015895143013658,1,Yes,No,2024,5
M3308,A15,B777,Unscheduled,Avionics,2024-05-06,2024-05-18,2024-05-24,30135.0,38311.0,76.25535055350554,43298.0,InHouse,Critical,Cancelled,Dallas,76.25535055350554,10.0,8176.0,27.13124274099884,6,Yes,No,2024,5
M3117,A55,B787,scheduled,Engine,2022-03-18,2022-03-21,2022-03-22,13385.0,11260.0,76.25535055350554,79217.0,InHouse,Critical,Completed,Dallas,76.25535055350554,7.0,-2125.0,-15.875980575270827,1,Yes,No,2022,3
M4130,A05,A-320,scheduled,Hydraulics,2022-03-03,2022-03-12,2022-03-13,103116.0,85239.29113067027,68.0,64105.0,InHouse,Critical,Delayed,Dallas,68.0,6.0,-17876.708869329726,-17.336503422679048,1,Yes,No,2022,3
M072,A21,b737,Preventive,Avionics,2023-08-17,2023-08-17,2023-08-26,28627.0,40870.0,56.0,18322.0,InHouse,Medium,completed,Amsterdam,76.25535055350554,5.559125085440875,12243.0,42.767317567331546,9,No,No,2023,8
M4986,A34,B737,Scheduled,LandingGear,2022-06-15,2022-06-22,2022-06-28,78913.65527065528,103379.0,76.25535055350554,44815.0,V-A,High,Delayed,Paris,76.25535055350554,5.559125085440875,24465.344729344724,31.002675830227794,6,Yes,Yes,2022,6
M4674,A47,B737,Emergency,Structure,2023-05-11,2023-05-11,2023-05-21,78913.65527065528,193899.0,76.25535055350554,73827.0,V-C,High,Cancelled,Dallas,76.25535055350554,8.0,114985.34472934472,145.7103264764153,10,No,Yes,2023,5
M3685,A13,B787,Unscheduled,Structure,2024-04-07,2024-04-12,2024-04-17,119922.0,125051.0,41.0,8784.0,InHouse,High,Completed,Dallas,41.0,5.559125085440875,5129.0,4.276946682009973,5,Yes,Yes,2024,4
M2868,A34,A320,scheduled,Hydraulics,2023-02-16,2023-02-16,2023-02-19,76793.0,93517.0,45.0,46308.978087649404,V-A,High,completed,Dallas,57.0,5.0,16724.0,21.7780266430534,3,No,Yes,2023,2
M2689,A32,A-320,scheduled,Engine,2024-05-09,2024-05-09,2024-05-20,78913.65527065528,85239.29113067027,83.0,5281.0,inhouse,High,completed,NewYork,83.0,1.0,6325.635860014998,8.015895143013658,11,No,No,2024,5
M912,A30,A-320,Scheduled,Engine,2023-03-13,2023-03-13,2023-03-15,78913.65527065528,85239.29113067027,110.74154067674586,46308.978087649404,V-B,Medium,Delayed,Frankfurt,116.0,9.0,6325.635860014998,8.015895143013658,2,No,No,2023,3
M4247,A19,B737,Preventive,Avionics,2023-07-26,2023-07-26,2023-08-07,78913.65527065528,85239.29113067027,110.74154067674586,46308.978087649404,InHouse,Medium,Completed,Dallas,121.0,1.0,6325.635860014998,8.015895143013658,12,No,No,2023,7
M2043,A59,B737,scheduled,Hydraulics,2024-02-10,2024-02-10,2024-02-23,52783.0,85239.29113067027,21.0,56194.0,inhouse,Critical,Completed,Singapore,21.0,9.0,32456.291130670274,61.490046285111255,13,No,No,2024,2
M3695,A31,A320,scheduled,Hydraulics,2022-11-05,2022-11-05,2022-11-05,67447.0,85239.29113067027,76.25535055350554,27724.0,inhouse,Medium,Cancelled,Dallas,76.25535055350554,7.0,17792.291130670274,26.37966274359167,0,No,No,2022,11
M3050,A05,B737,Emergency,Structure,2023-04-27,2023-04-27,2023-04-27,79497.0,85239.29113067027,110.74154067674586,46308.978087649404,inhouse,High,Delayed,Toronto,140.0,5.0,5742.291130670274,7.223280288149582,0,No,No,2023,4
M1102,A10,B777,Emergency,Avionics,2022-10-24,2022-10-27,2022-10-31,78913.65527065528,85239.29113067027,94.0,2804.0,InHouse,High,completed,Frankfurt,94.0,5.0,6325.635860014998,8.015895143013658,4,Yes,No,2022,10
M3182,A48,A350,scheduled,Electrical,2023-04-01,2023-04-06,2023-04-09,32603.0,85239.29113067027,58.0,46308.978087649404,InHouse,Critical,InProgress,Dallas,58.0,1.0,52636.29113067027,161.4461587297803,3,Yes,No,2023,4
M4161,A08,A-320,Scheduled,Hydraulics,2024-04-05,2024-04-11,2024-04-16,78913.65527065528,85239.29113067027,41.0,23108.0,InHouse,Critical,completed,Chicago,41.0,8.0,6325.635860014998,8.015895143013658,5,Yes,No,2024,4
M2319,A20,B737,scheduled,Hydraulics,2023-06-30,2023-07-01,2023-07-06,148125.0,218616.0,58.0,88179.0,V-B,Critical,Cancelled,Dallas,58.0,2.0,70491.0,47.58886075949367,5,Yes,Yes,2023,6
M4831,A58,B737,Scheduled,Avionics,2023-03-12,2023-03-12,2023-03-24,66168.0,85239.29113067027,39.0,46308.978087649404,V-A,Low,Completed,Frankfurt,39.0,8.0,19071.291130670274,28.822529214530096,12,No,No,2023,3
M2119,A01,A350,scheduled,Engine,2024-02-20,2024-02-20,2024-03-02,78913.65527065528,79055.0,21.0,46308.978087649404,InHouse,Critical,completed,Atlanta,76.25535055350554,9.0,141.34472934472433,0.1791131444360867,11,No,No,2024,2
M2822,A01,B737,scheduled,Engine,2024-02-08,2024-02-08,2024-02-08,147327.0,85239.29113067027,32.0,1197.0,inhouse,High,completed,Dallas,130.0,5.0,-62087.70886932973,-42.14279043850057,0,No,No,2024,2
M849,A09,B787,scheduled,Hydraulics,2023-12-04,2023-12-04,2023-12-08,8204.0,6798.0,18.0,60597.0,V-A,High,Cancelled,Paris,18.0,5.0,-1406.0,-17.137981472452463,4,No,No,2023,12
M2577,A38,B787,Unscheduled,Engine,2023-07-13,2023-07-13,2023-07-14,132582.0,85239.29113067027,76.25535055350554,82255.0,InHouse,High,InProgress,Atlanta,76.25535055350554,5.559125085440875,-47342.70886932973,-35.70824762737757,1,No,No,2023,7
M1116,A51,B737,Emergency,LandingGear,2022-08-09,2022-08-20,2022-08-24,78913.65527065528,59585.0,80.0,80466.0,V-B,Critical,InProgress,Dallas,80.0,7.0,-19328.655270655276,-24.493422848507695,4,Yes,No,2022,8
M3298,A55,B737,Unscheduled,Avionics,2022-09-30,2022-10-08,2022-10-13,40443.0,43622.0,100.0,7750.0,inhouse,Low,completed,Toronto,100.0,7.0,3179.0,7.860445565363598,5,Yes,No,2022,9
M1145,A19,B737,scheduled,Engine,2024-02-21,2024-02-21,2024-02-22,142492.0,85239.29113067027,66.0,40846.0,inhouse,Critical,completed,Frankfurt,76.25535055350554,6.0,-57252.70886932973,-40.179595254000034,1,No,No,2024,2
M211,A25,A-320,Emergency,Engine,2022-12-21,2022-12-21,2022-12-21,78913.65527065528,85239.29113067027,41.0,46308.978087649404,V-B,High,Cancelled,NewYork,41.0,5.559125085440875,6325.635860014998,8.015895143013658,0,No,No,2022,12
M184,A16,B777,Scheduled,Avionics,2022-06-26,2022-07-02,2022-07-03,78913.65527065528,38129.0,40.0,19528.0,inhouse,High,Cancelled,Dubai,40.0,10.0,-40784.655270655276,-51.68263354520013,1,Yes,No,2022,6
M3297,A58,B777,Emergency,Avionics,2022-10-22,2022-10-22,2022-11-04,49160.0,44498.0,9.0,54163.0,InHouse,Critical,InProgress,Dallas,9.0,1.0,-4662.0,-9.483319772172498,13,No,No,2022,10
M735,A29,B737,Emergency,Engine,2022-07-11,2022-07-11,2022-07-12,129843.0,85239.29113067027,106.0,12018.0,V-C,High,completed,Dallas,106.0,9.0,-44603.70886932973,-34.352031968862185,1,No,No,2022,7
M145,A39,B777,Preventive,Structure,2024-09-07,2024-09-08,2024-09-13,45156.0,48045.0,76.25535055350554,62712.0,inhouse,High,InProgress,Singapore,76.25535055350554,5.559125085440875,2889.0,6.397820887589689,5,Yes,No,2024,9
M446,A18,B737,Unscheduled,Hydraulics,2024-07-08,2024-07-08,2024-07-13,25171.0,19821.0,43.0,46308.978087649404,InHouse,Critical,Delayed,Paris,143.0,3.0,-5350.0,-21.254618410075086,5,No,No,2024,7
M3879,A55,A350,Scheduled,Engine,2023-08-08,2023-08-08,2023-08-08,78913.65527065528,85239.29113067027,28.0,38487.0,InHouse,High,completed,Toronto,124.0,6.0,6325.635860014998,8.015895143013658,0,No,No,2023,8
M3542,A57,B737,scheduled,Engine,2023-12-25,2023-12-25,2023-12-26,36308.0,35134.0,110.74154067674586,27877.0,InHouse,High,Cancelled,Toronto,124.0,1.0,-1174.0,-3.23344717417649,1,No,No,2023,12
M2747,A25,B737,Preventive,Structure,2023-07-24,2023-08-03,2023-08-04,78913.65527065528,85239.29113067027,35.0,46308.978087649404,InHouse,High,completed,Chennai,35.0,3.0,6325.635860014998,8.015895143013658,1,Yes,No,2023,7
M486,A24,A350,scheduled,Avionics,2024-05-23,2024-06-02,2024-06-03,20697.0,23135.0,43.0,40357.0,InHouse,Low,completed,Chennai,76.25535055350554,5.559125085440875,2438.0,11.779484949509591,1,Yes,No,2024,5
M4391,A33,B737,scheduled,Electrical,2023-05-10,2023-05-10,2023-05-10,78913.65527065528,132999.0,76.25535055350554,46308.978087649404,inhouse,High,completed,Dallas,76.25535055350554,2.0,54085.344729344724,68.53737105934925,0,No,Yes,2023,5
M453,A04,B787,Unscheduled,Electrical,2024-05-11,2024-05-15,2024-05-19,78913.65527065528,76383.0,76.25535055350554,30116.0,V-C,High,Completed,LosAngeles,76.25535055350554,8.0,-2530.6552706552757,-3.206866114585268,4,Yes,No,2024,5
M4560,A12,B737,Unscheduled,Structure,2023-01-29,2023-01-29,2023-01-30,78913.65527065528,85239.29113067027,76.25535055350554,46308.978087649404,InHouse,Critical,Cancelled,Mumbai,76.25535055350554,9.0,6325.635860014998,8.015895143013658,1,No,No,2023,1
M4241,A01,B777,scheduled,Structure,2023-02-17,2023-02-17,2023-02-17,78913.65527065528,85239.29113067027,133.0,37136.0,InHouse,High,completed,Dallas,133.0,10.0,6325.635860014998,8.015895143013658,0,No,No,2023,2
M2952,A09,A-320,scheduled,Electrical,2022-04-25,2022-04-25,2022-04-26,124165.0,85239.29113067027,113.0,41188.0,InHouse,Low,completed,Dallas,113.0,7.0,-38925.70886932973,-31.34998499523193,1,No,No,2022,4
M4441,A12,b737,Emergency,Structure,2023-02-18,2023-02-18,2023-02-19,78913.65527065528,10367.0,76.25535055350554,35539.0,V-B,High,Completed,Toronto,76.25535055350554,5.559125085440875,-68546.65527065528,-86.86285666980748,1,No,No,2023,2
M2122,A29,A320,scheduled,Avionics,2022-08-01,2022-08-01,2022-08-01,59998.0,62078.0,53.0,6018.0,InHouse,High,Completed,Tokyo,53.0,5.559125085440875,2080.0,3.4667822260742027,0,No,No,2022,8
M3790,A35,B777,scheduled,LandingGear,2023-03-09,2023-03-09,2023-03-13,15909.0,85239.29113067027,76.25535055350554,20691.0,InHouse,Critical,Cancelled,Amsterdam,76.25535055350554,5.559125085440875,69330.29113067027,435.7928916378796,4,No,No,2023,3
M2955,A55,B777,scheduled,Hydraulics,2023-10-30,2023-11-09,2023-11-14,17165.0,85239.29113067027,110.74154067674586,46308.978087649404,InHouse,Critical,completed,Toronto,120.0,5.559125085440875,68074.29113067027,396.5877723895734,5,Yes,No,2023,10
M1618,A29,b737,scheduled,Hydraulics,2023-07-18,2023-07-18,2023-07-18,134337.0,85239.29113067027,37.0,30555.0,V-C,Critical,completed,Tokyo,76.25535055350554,7.0,-49097.70886932973,-36.54816533741987,0,No,No,2023,7
M2058,A04,B737,scheduled,Electrical,2023-03-23,2023-03-23,2023-03-25,15888.0,85239.29113067027,119.0,51516.0,InHouse,Medium,completed,Dubai,119.0,5.559125085440875,69351.29113067027,436.5010771064343,2,No,No,2023,3
M2942,A19,b737,scheduled,Hydraulics,2023-10-01,2023-10-12,2023-10-13,143522.0,85239.29113067027,76.25535055350554,23334.0,InHouse,High,completed,Dallas,76.25535055350554,5.559125085440875,-58282.70886932973,-40.60890237686886,1,Yes,No,2023,10
M4788,A26,A320,scheduled,Engine,2023-05-08,2023-05-08,2023-05-21,78913.65527065528,82661.0,110.74154067674586,5279.0,InHouse,High,completed,Dubai,147.0,9.0,3747.3447293447243,4.748664494747092,13,No,No,2023,5
M2499,A40,B737,scheduled,Engine,2023-01-13,2023-01-13,2023-01-13,32909.0,30137.0,99.0,26100.0,V-B,High,Delayed,Dallas,99.0,5.559125085440875,-2772.0,-8.423227688474277,0,No,No,2023,1
M4016,A20,b737,scheduled,Engine,2024-08-21,2024-08-21,2024-08-22,95304.0,85239.29113067027,29.0,23895.0,V-B,High,Completed,Dallas,29.0,7.0,-10064.708869329726,-10.560636352440325,1,No,No,2024,8
M4867,A57,b737,scheduled,Avionics,2023-06-03,2023-06-03,2023-06-09,78913.65527065528,29438.0,85.0,66730.0,InHouse,Medium,completed,LosAngeles,85.0,2.0,-49475.655270655276,-62.69593659166518,6,No,No,2023,6
M3212,A16,A-320,scheduled,Structure,2024-06-20,2024-06-20,2024-06-29,12070.0,16648.0,104.0,83896.0,InHouse,High,completed,Chicago,104.0,5.559125085440875,4578.0,37.92874896437448,9,No,No,2024,6
M1499,A60,b737,Preventive,Engine,2024-01-11,2024-01-11,2024-01-15,78913.65527065528,44244.0,94.0,12740.0,V-B,Critical,Delayed,Amsterdam,100.0,5.559125085440875,-34669.655270655276,-43.93365780833053,4,No,No,2024,1
